rating,playback_used,ebird_code,channels,date,pitch,duration,filename,speed,species,number_of_notes,title,secondary_labels,bird_seen,sci_name,location,latitude,sampling_rate,type,elevation,description,bitrate_of_mp3,file_type,volume,background,xc_id,url,country,author,primary_label,longitude,length,time,recordist,license,sample,label
3.0,,robgro,2 (stereo),2014-05-22,Not specified,56,XC181182.mp3,Not specified,Rose-breasted Grosbeak,Not specified,XC181182 Rose-breasted Grosbeak (Pheucticus ludovicianus),[],,Pheucticus ludovicianus," Foam Lake No. 276 (near  Leslie), Division No. 10, Saskatchewan",51.7772,48000 (Hz),"male, song",550 m,"Same individual as  XC181181 and  XC181190.

Modifications: HPF800 amp 5.8

bird-seen:yes",128000 (bps),mp3,Not specified,,181182,https://www.xeno-canto.org/181182,Canada,Patrick Turgeon,Pheucticus ludovicianus_Rose-breasted Grosbeak,-103.5795,Not specified,10:49,Patrick Turgeon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,robgro/XC181182.npy,77
3.0,no,brdowl,2 (stereo),2017-08-27,Not specified,20,XC387173.mp3,Not specified,Barred Owl,Not specified,XC387173 Barred Owl (Strix varia),[],yes,Strix varia," Shenandoah National Park, Rockingham County, Virginia",38.2338,44100 (Hz),song,850 m,"My wife and I stopped off the main road at a dead end. I vocally imitated some Barred Owl calls. About 12 minutes later, a Barred Owl responded, flew within about 25 m of us, and landed on a branch. The owl then flew to a branch about 80 m away, called again (recorded here), then left. The owl returned about 3 minutes later, landed on another branch about 80 m away, called twice (recorded here), and then left the area. Recording was noise-reduced and normalized to -3 dB.",320000 (bps),mp3,Not specified,,387173,https://www.xeno-canto.org/387173,United States,Kent Livezey,Strix varia_Barred Owl,-78.721,Not specified,11:12,Kent Livezey,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,brdowl/XC387173.npy,16
4.5,no,pinsis,1 (mono),2018-11-24,Not specified,57,XC453927.mp3,Not specified,Pine Siskin,Not specified,XC453927 Pine Siskin (Spinus pinus),['Poecile atricapillus_Black-capped Chickadee'],yes,Spinus pinus," Lake Massapoag, Sharon, Norfolk County, Massachusetts",42.1104,44100 (Hz),"call, song",70 m,,128000 (bps),mp3,Not specified,Black-capped Chickadee (Poecile atricapillus),453927,https://www.xeno-canto.org/453927,United States,Will Sweet,Spinus pinus_Pine Siskin,-71.1785,Not specified,09:00,Will Sweet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,pinsis/XC453927.npy,70
4.5,no,pinsis,2 (stereo),2018-12-25,Not specified,174,XC447396.mp3,Not specified,Pine Siskin,Not specified,XC447396 Pine Siskin (Spinus pinus),"['Cyanocitta cristata_Blue Jay', 'Sitta carolinensis_White-breasted Nuthatch', 'Zonotrichia albicollis_White-throated Sparrow', 'Passer domesticus_House Sparrow']",yes,Spinus pinus," Lacey Township, Ocean County, New Jersey",39.8537,48000 (Hz),"alarm call, call, song",10 m,Flock of about 85 Pine Siskins at feeders in yard and staging in trees,128000 (bps),mp3,Not specified,Blue Jay (Cyanocitta cristata); White-breasted Nuthatch (Sitta carolinensis); White-throated Sparrow (Zonotrichia albicollis); House Sparrow (Passer domesticus),447396,https://www.xeno-canto.org/447396,United States,Amy Davis,Spinus pinus_Pine Siskin,-74.2059,Not specified,10:00,Amy Davis,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,pinsis/XC447396.npy,70
3.0,,canwar,1 (mono),2005-03-27,Not specified,19,XC250582.mp3,Not specified,Canada Warbler,Not specified,XC250582 Canada Warbler (Cardellina canadensis),[],,Cardellina canadensis, Napo: km 11.6 Narupa-Loreto road,-0.712,44100 (Hz),song,1350 m,"Humid primary forest

playback-used:no",128000 (bps),mp3,Not specified,,250582,https://www.xeno-canto.org/250582,Ecuador,Niels Krabbe,Cardellina canadensis_Canada Warbler,-77.741,Not specified,09:30,Niels Krabbe,Creative Commons Attribution-ShareAlike 4.0,canwar/XC250582.npy,26
3.0,no,veery,2 (stereo),2013-06-22,Not specified,45,XC139436.mp3,Not specified,Veery,Not specified,XC139436 Veery (Catharus fuscescens),[],no,Catharus fuscescens," Martin Hugh Macguire Hemlocks BCA, Clarence Fahnestock Memorial SP, New York",41.429,44100 (Hz),"call, song",? m,,128000 (bps),mp3,Not specified,,139436,https://www.xeno-canto.org/139436,United States,Daniel Parker,Catharus fuscescens_Veery,-73.858,Not specified,5:20,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,veery/XC139436.npy,87
3.0,,comgra,2 (stereo),2011-04-24,level,75,XC160932.mp3,level,Common Grackle,1-3,XC160932 Common Grackle (Quiscalus quiscula),[],,Quiscalus quiscula," My old yard, Ossining, New York",41.1955,44100 (Hz),song,? m,bird-seen:no,128000 (bps),mp3,level,,160932,https://www.xeno-canto.org/160932,United States,Daniel Parker,Quiscalus quiscula_Common Grackle,-73.8678,0-3(s),15:00,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,comgra/XC160932.npy,32
3.0,no,hamfly,1 (mono),2017-09-14,Not specified,58,XC386358.mp3,Not specified,Hammond's Flycatcher,1-3,XC386358 Hammond's Flycatcher (Empidonax hammondii),[],yes,Empidonax hammondii," Philomath, Benton County, Oregon",44.6053,44100 (Hz),call,240 m,"Empidonax. Small, active empid in alder next to open clearing in mixed woodland. Frequently flicked wings and tail up together. White eye ring prominent behind eye. Lower mandible orange with dark tip. Pale grey throat. Breast drab, belly yellow - markedly so when seen in shade, but barely visible when in sun. Thick whitish wingbars. Slight contrast between grey-toned head and olive-toned mantle. Repeated little ""whit"" or ""tyip"" calls. Initially suspected to be a Dusky, based in part on habitat, but Doug Robinson put me right.",96000 (bps),mp3,Not specified,,386358,https://www.xeno-canto.org/386358,United States,Ben Phalan,Empidonax hammondii_Hammond's Flycatcher,-123.3759,0-3(s),10:10,Ben Phalan,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,hamfly/XC386358.npy,44
4.5,no,cangoo,2 (stereo),2018-05-18,Not specified,45,XC416534.mp3,Not specified,Canada Goose,Not specified,XC416534 Canada Goose (Branta canadensis),['Phylloscopus collybita_Common Chiffchaff'],yes,Branta canadensis," Rheinisch-Bergischer Kreis (near  Köln), Köln, Nordrhein-Westfalen",50.9391,44100 (Hz),call,90 m,Pair at one end of a small lake calling to/at a lone individual at the other end of the waterbody.,174403 (bps),mp3,Not specified,Common Chiffchaff (Phylloscopus collybita),416534,https://www.xeno-canto.org/416534,Germany,Guy Kirwan,Branta canadensis_Canada Goose,7.1265,Not specified,09:00,Guy Kirwan,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,cangoo/XC416534.npy,25
4.5,no,bkcchi,1 (mono),2015-10-07,Not specified,20,XC284495.mp3,Not specified,Black-capped Chickadee,Not specified,XC284495 Black-capped Chickadee (Poecile atricapillus),['Poecile hudsonicus_Boreal Chickadee'],yes,Poecile atricapillus," Hilltop Park, Anchorage, Alaska",61.1419,44100 (Hz),"call, song",150 m,Vocalizations in response to pishing from a group of 3-4 birds in short birches by stunted spruce (<5m tall) on low hilltop. Rain.,80000 (bps),mp3,Not specified,Boreal Chickadee (Poecile hudsonicus),284495,https://www.xeno-canto.org/284495,United States,Dan Lane,Poecile atricapillus_Black-capped Chickadee,-149.7501,Not specified,13:00,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,bkcchi/XC284495.npy,10
5.0,no,mallar3,2 (stereo),2019-06-14,Not specified,29,XC481640.mp3,Not specified,Mallard,Not specified,XC481640 Mallard (Anas platyrhynchos),[],yes,Anas platyrhynchos," Lomdammen, Longyearbyen, Svalbard",78.1971,48000 (Hz),flight call,15 m,Zoom F4 Telinga MK2 together with King Eiders,128000 (bps),mp3,Not specified,,481640,https://www.xeno-canto.org/481640,Norway,Stein Ø. Nilsen,Anas platyrhynchos_Mallard,15.8497,Not specified,04:30,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,mallar3/XC481640.npy,59
3.0,no,comgra,1 (mono),2015-10-20,Not specified,27,XC286426.mp3,Not specified,Common Grackle,Not specified,XC286426 Common Grackle (Quiscalus quiscula),[],no,Quiscalus quiscula," Dover, Kent County, Delaware",39.1742,44100 (Hz),"call, song",10 m,"Large flock in a tree. Filtered wind noise, but otherwise unaltered.",128000 (bps),mp3,Not specified,,286426,https://www.xeno-canto.org/286426,United States,Jerald R,Quiscalus quiscula_Common Grackle,-75.5424,Not specified,13:00,Jerald R,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,comgra/XC286426.npy,32
1.0,no,evegro,2 (stereo),2014-11-20,Not specified,68,XC282435.mp3,Not specified,Evening Grosbeak,Not specified,XC282435 Evening Grosbeak (Hesperiphona vespertina),[],yes,Hesperiphona vespertina," Mormon Lake, Coconino County, Arizona",34.9437,22050 (Hz),call,2200 m,High pass filter ran and amplified. Small flock (13 individuals) calling and feeding along a stream with riparian and nearby conifers. Squirrel also calling.  XC282437 and XC282436 is of the same flock (this was the first recording then 36 then 37) and XC282433 and XC282434 of a Dark-eyed Junco are all also a part of this clip.,128000 (bps),mp3,Not specified,,282435,https://www.xeno-canto.org/282435,United States,David Vander Pluym,Coccothraustes vespertinus_Evening Grosbeak,-111.4899,Not specified,10:15,David Vander Pluym,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,evegro/XC282435.npy,39
2.5,no,yebfly,2 (stereo),2014-10-05,Not specified,17,XC205960.mp3,Not specified,Yellow-bellied Flycatcher,Not specified,XC205960 Yellow-bellied Flycatcher (Empidonax flaviventris),"['Tolmomyias sulphurescens_Yellow-olive Flycatcher', 'Glaucidium brasilianum_Ferruginous Pygmy-Owl', ""Momotus lessonii_Lesson's Motmot""]",yes,Empidonax flaviventris," Cerro Guazapa-Sendero La Mora, Suchitoto, Cuscatlán",13.9318,48000 (Hz),call,550 m,,320000 (bps),mp3,Not specified,Yellow-olive Flatbill (Tolmomyias sulphurescens); Ferruginous Pygmy Owl (Glaucidium brasilianum); Lesson's Motmot (Momotus lessonii),205960,https://www.xeno-canto.org/205960,El Salvador,Walter Rivera,Empidonax flaviventris_Yellow-bellied Flycatcher,-89.0981,Not specified,09:47,Walter Rivera,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,yebfly/XC205960.npy,98
4.5,no,chswar,1 (mono),2019-05-16,Not specified,58,XC475091.mp3,Not specified,Chestnut-sided Warbler,Not specified,XC475091 Chestnut-sided Warbler (Setophaga pensylvanica),"['Mniotilta varia_Black-and-white Warbler', 'Hylocichla mustelina_Wood Thrush']",yes,Setophaga pensylvanica," Hill Higher State Forest, Harmony Township (near  Panama), Chautauqua County, New York",42.0458,44100 (Hz),song,500 m,"Intervals shortened, High Pass filter used, noise reduction used and amplified 5db.",86802 (bps),mp3,Not specified,Black-and-white Warbler (Mniotilta varia); Wood Thrush (Hylocichla mustelina),475091,https://www.xeno-canto.org/475091,United States,Jim Berry,Setophaga pensylvanica_Chestnut-sided Warbler,-79.441,Not specified,09:00,Jim Berry,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,chswar/XC475091.npy,31
3.0,no,eawpew,1 (mono),2012-03-20,Not specified,19,XC120002.mp3,Not specified,Eastern Wood Pewee,Not specified,XC120002 Eastern Wood Pewee (Contopus virens),[],yes,Contopus virens," Rio Canandé Reserve, Esmeraldas",0.472,44100 (Hz),"call, song",300 m,heard at the clearing of Canande Lodge.  The focus sound is the drawn out call increasing in pitch that is repeated throughout the recording. It presumably comes from a small brown-grey flycatcher/tyrannulet that was observed at the time.,128000 (bps),mp3,Not specified,,120002,https://www.xeno-canto.org/120002,Ecuador,Lars Lachmann,Contopus virens_Eastern Wood-Pewee,-79.2139,Not specified,6:41,Lars Lachmann,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,eawpew/XC120002.npy,38
2.5,no,annhum,1 (mono),2001-05-13,level,146,XC132251.mp3,both,Anna's Hummingbird,>20,XC132251 Anna's Hummingbird (Calypte anna),"['Icteria virens_Yellow-breasted Chat', 'Melospiza melodia_Song Sparrow', 'Geothlypis trichas_Common Yellowthroat']",yes,Calypte anna," Sweetwater River, SDNWR, San Diego County",32.7231,44100 (Hz),song,90 m,,128000 (bps),mp3,both,Yellow-breasted Chat (Icteria virens); American Yellow Warbler (Setophaga aestiva); Song Sparrow (Melospiza melodia); Common Yellowthroat (Geothlypis trichas),132251,https://www.xeno-canto.org/132251,United States,Richard E. Webster,Calypte anna_Anna's Hummingbird,-116.9473,0-3(s),06:45,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,annhum/XC132251.npy,5
2.5,no,hamfly,1 (mono),1993-04-24,both,70,XC124847.mp3,level,Hammond's Flycatcher,1-3,XC124847 Hammond's Flycatcher (Empidonax hammondii),"['Zenaida macroura_Mourning Dove', ""Callipepla gambelii_Gambel's Quail"", 'Spinus psaltria_Lesser Goldfinch', ""Thryomanes bewickii_Bewick's Wren"", 'Passerina amoena_Lazuli Bunting']",yes,Empidonax hammondii," Kingston Range, San Bernardino, California",35.7759,44100 (Hz),call,1400 m,calls of a migrant; 2nd recording of this individual,96000 (bps),mp3,level,Mourning Dove (Zenaida macroura); Gambel's Quail (Callipepla gambelii); Lesser Goldfinch (Spinus psaltria); Bewick's Wren (Thryomanes bewickii); Lazuli Bunting (Passerina amoena),124847,https://www.xeno-canto.org/124847,United States,Richard E. Webster,Empidonax hammondii_Hammond's Flycatcher,-115.9155,0-3(s),?,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,hamfly/XC124847.npy,44
4.5,no,bkpwar,2 (stereo),2016-06-05,level,32,XC328801.mp3,level,Blackpoll Warbler,7-20,XC328801 Blackpoll Warbler (Setophaga striata),"['Setophaga virens_Black-throated Green Warbler', 'Regulus satrapa_Golden-crowned Kinglet']",yes,Setophaga striata," Seal Island, Yarmouth County, Nova Scotia",43.4064,44100 (Hz),"male, song",10 m,"Recorded on Seal Island. Unbanded male #26
**Zoom H2n**",148713 (bps),mp3,both,Black-throated Green Warbler (Setophaga virens); Golden-crowned Kinglet (Regulus satrapa),328801,https://www.xeno-canto.org/328801,Canada,Lucas Berrigan,Setophaga striata_Blackpoll Warbler,-66.0198,0-3(s),11:06,Lucas Berrigan,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,bkpwar/XC328801.npy,12
2.5,no,hamfly,1 (mono),2014-06-20,both,94,XC191057.mp3,level,Hammond's Flycatcher,1-3,XC191057 Hammond's Flycatcher (Empidonax hammondii),"[""Catharus ustulatus_Swainson's Thrush"", 'Junco hyemalis_Dark-eyed Junco']",no,Empidonax hammondii," Heather-Dina Provincial Park, near Mackenzie, British Columbia",55.5335,44100 (Hz),call,700 m,"last light hitting the top of the trees; calls from the canopy, including whee-zee calls at 0:12.2 and more in an interaction at 0:34.8

several intervals shortened (cars, people)",128000 (bps),mp3,level,Swainson's Thrush (Catharus ustulatus); Dark-eyed Junco (Junco hyemalis),191057,https://www.xeno-canto.org/191057,Canada,Richard E. Webster,Empidonax hammondii_Hammond's Flycatcher,-123.3023,0-3(s),21:15,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,hamfly/XC191057.npy,44
5.0,yes,eawpew,1 (mono),2008-02-16,Not specified,57,XC475429.mp3,Not specified,Eastern Wood Pewee,Not specified,XC475429 Eastern Wood Pewee (Contopus virens),[],yes,Contopus virens," Rio Chandless,Parque Estadual Chandless,Manoel Urbano,Acre",-9.398,44100 (Hz),calls,190 m,DCB 601-16,128000 (bps),mp3,Not specified,,475429,https://www.xeno-canto.org/475429,Brazil,Dante Buzzetti,Contopus virens_Eastern Wood-Pewee,-69.94,Not specified,9:50,Dante Buzzetti,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,eawpew/XC475429.npy,38
2.5,yes,louwat,1 (mono),2013-06-09,Not specified,16,XC137969.mp3,Not specified,Louisiana Waterthrush,Not specified,XC137969 Louisiana Waterthrush (Parkesia motacilla),"['Setophaga caerulescens_Black-throated Blue Warbler', 'Vireo olivaceus_Red-eyed Vireo', 'Piranga olivacea_Scarlet Tanager']",yes,Parkesia motacilla," Princeton, Worcester, Massachusetts",42.4581,22050 (Hz),song,340 m,Mixed wooded Habitat with a  running stream of water about 1/10th of a mile from recording site.  Bird could be heard singing from a distance before using playback.  Responded quickly to the tape.,64000 (bps),mp3,Not specified,Black-throated Blue Warbler (Setophaga caerulescens); Red-eyed Vireo (Vireo olivaceus); Scarlet Tanager (Piranga olivacea),137969,https://www.xeno-canto.org/137969,United States,Kim Allen,Parkesia motacilla_Louisiana Waterthrush,-71.9036,Not specified,09:00,Kim Allen,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,louwat/XC137969.npy,56
4.5,no,rebnut,2 (stereo),2019-08-31,Not specified,44,XC496082.mp3,Not specified,Red-breasted Nuthatch,Not specified,XC496082 Red-breasted Nuthatch (Sitta canadensis),"['Dryobates villosus_Hairy Woodpecker', 'Poecile gambeli_Mountain Chickadee']",no,Sitta canadensis," Heliograph Peak, Pinaleno Mtns, Graham County, Arizona",32.6531,48000 (Hz),call,2800 m,"Sound Devices MixPre-3 Wildtronics Stereo Model #WTPMMSA 22” Parabolic Reflector, phoenixbirder@gmail.com",192000 (bps),mp3,Not specified,Hairy Woodpecker (Leuconotopicus villosus); Mountain Chickadee (Poecile gambeli),496082,https://www.xeno-canto.org/496082,United States,Phoenix Birder,Sitta canadensis_Red-breasted Nuthatch,-109.8576,Not specified,17:27,Phoenix Birder,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,rebnut/XC496082.npy,72
2.0,no,moudov,1 (mono),2015-07-10,Not specified,46,XC384028.mp3,Not specified,Mourning Dove,Not specified,XC384028 Mourning Dove (Zenaida macroura),[],no,Zenaida macroura," Riviera Rd, backyard",38.0266,44100 (Hz),song,320 m,Equipment: Olympus WS-822 digital recorder with Audio-technica ATR 6550 shotgun.,192000 (bps),mp3,Not specified,,384028,https://www.xeno-canto.org/384028,United States,Antonio Xeira,Zenaida macroura_Mourning Dove,-84.3217,Not specified,?,Antonio Xeira,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,moudov/XC384028.npy,62
2.5,no,robgro,2 (stereo),2014-06-06,both,17,XC181223.mp3,both,Rose-breasted Grosbeak,>20,XC181223 Rose-breasted Grosbeak (Pheucticus ludovicianus),"['Melospiza melodia_Song Sparrow', 'Tachycineta bicolor_Tree Swallow']",yes,Pheucticus ludovicianus," Santa Cruz, Santa Cruz County, California",36.9543,44100 (Hz),"male, song",10 m,"A second year male was regularly singing from a stand of Blue Gum Eucalyptus along Moore Creek. Weather conditions: partly cloudy, Beaufort 1, 65 F.",143055 (bps),mp3,both,Song Sparrow (Melospiza melodia); Tree Swallow (Tachycineta bicolor),181223,https://www.xeno-canto.org/181223,United States,Alex Rinkert,Pheucticus ludovicianus_Rose-breasted Grosbeak,-122.0601,>10(s),15:00,Alex Rinkert,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,robgro/XC181223.npy,77
2.5,no,olsfly,2 (stereo),2014-05-29,Not specified,19,XC186030.mp3,Not specified,Olive-sided Flycatcher,1-3,XC186030 Olive-sided Flycatcher (Contopus cooperi),"['Melospiza melodia_Song Sparrow', 'Spinus tristis_American Goldfinch', 'Agelaius phoeniceus_Red-winged Blackbird', 'Troglodytes aedon_House Wren']",yes,Contopus cooperi," Waterloo, Waterloo Regional Municipality, Ontario",43.4907,44100 (Hz),song,320 m,"This is two separate recordings paired back-to-back. Each recording has had the interval between vocalizations shortened significantly, as the recordings were made on the edge of a housing subdivision with interfering noises periodically in the background (as much of this as possible was spliced out). The bird itself was perched on a series of dead snags at a minimum distance of 50 m away (it moved around some during observation). The area is moderately wet, bog-like forest edge. The adjacent forest is a mixed-forest type with little to moderate interior disturbance, but surrounded by urban sprawl (sub-urban housing).",192000 (bps),mp3,Not specified,Song Sparrow (Melospiza melodia); American Goldfinch (Spinus tristis); Red-winged Blackbird (Agelaius phoeniceus); House Wren (Troglodytes aedon),186030,https://www.xeno-canto.org/186030,Canada,Kellie,Contopus cooperi_Olive-sided Flycatcher,-80.4849,0-3(s),10:00,Kellie,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,olsfly/XC186030.npy,66
3.0,no,veery,2 (stereo),2013-05-27,both,44,XC135446.mp3,level,Veery,7-20,XC135446 Veery (Catharus fuscescens),[],no,Catharus fuscescens," Bashakill, Sullivan, New York",41.5772,44100 (Hz),song,? m,,128000 (bps),mp3,level,,135446,https://www.xeno-canto.org/135446,United States,Daniel Parker,Catharus fuscescens_Veery,-74.4844,0-3(s),17:50,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,veery/XC135446.npy,87
3.0,no,fiespa,1 (mono),2015-08-23,Not specified,61,XC276996.mp3,Not specified,Field Sparrow,Not specified,XC276996 Field Sparrow (Spizella pusilla),[],yes,Spizella pusilla," Tama (near  Burlington), Des Moines, Iowa",40.8918,44100 (Hz),"male, song",220 m,About 10ft up in a small spruce tree and I was standing directly below it.,96000 (bps),mp3,Not specified,,276996,https://www.xeno-canto.org/276996,United States,Bobby Wilcox,Spizella pusilla_Field Sparrow,-91.0756,Not specified,08:30,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,fiespa/XC276996.npy,40
5.0,no,bkpwar,2 (stereo),2016-06-05,level,28,XC328799.mp3,level,Blackpoll Warbler,7-20,XC328799 Blackpoll Warbler (Setophaga striata),[],yes,Setophaga striata," Seal Island, Yarmouth County, Nova Scotia",43.4064,44100 (Hz),"male, song",10 m,"Recorded on Seal Island. Unbanded male #25
**Zoom H2n**",148140 (bps),mp3,both,,328799,https://www.xeno-canto.org/328799,Canada,Lucas Berrigan,Setophaga striata_Blackpoll Warbler,-66.0198,0-3(s),10:59,Lucas Berrigan,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,bkpwar/XC328799.npy,12
3.0,no,caster1,2 (stereo),2016-08-07,Not specified,58,XC339508.mp3,Not specified,Caspian Tern,Not specified,XC339508 Caspian Tern (Hydroprogne caspia),[],no,Hydroprogne caspia," salinas de bonanza, sanlúcar de barrameda, cádiz, andalucía",36.8149,44100 (Hz),flight call,? m,Grabado por audiotrampeo en un cristalizador de salina.,128000 (bps),mp3,Not specified,,339508,https://www.xeno-canto.org/339508,Spain,José Carlos Sires,Hydroprogne caspia_Caspian Tern,-6.3366,Not specified,?,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,caster1/XC339508.npy,29
2.5,yes,olsfly,1 (mono),2015-05-30,Not specified,102,XC247862.mp3,Not specified,Olive-sided Flycatcher,Not specified,XC247862 Olive-sided Flycatcher (Contopus cooperi),"['Setophaga americana_Northern Parula', 'Leiothlypis ruficapilla_Nashville Warbler', 'Zonotrichia albicollis_White-throated Sparrow', 'Geothlypis trichas_Common Yellowthroat', 'Melospiza georgiana_Swamp Sparrow', 'Setophaga magnolia_Magnolia Warbler', 'Sitta canadensis_Red-breasted Nuthatch']",yes,Contopus cooperi," Ferd's Bog, Hamilton County, New York",43.7889,44100 (Hz),"call, song",550 m,"Distant 'pip pip pip' calls and at least one song (1:09) in response to playback from at least two presumed males perched atop spruce trees out in bog. Drizzle and blackflies kept me from holding still, so I apologise for the rustling of my raingear.",128000 (bps),mp3,Not specified,Northern Parula (Setophaga americana); Nashville Warbler (Leiothlypis ruficapilla); White-throated Sparrow (Zonotrichia albicollis); Common Yellowthroat (Geothlypis trichas); Swamp Sparrow (Melospiza georgiana); Magnolia Warbler (Setophaga magnolia); Red-breasted Nuthatch (Sitta canadensis),247862,https://www.xeno-canto.org/247862,United States,Dan Lane,Contopus cooperi_Olive-sided Flycatcher,-74.7495,Not specified,20:00,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,olsfly/XC247862.npy,66
2.5,no,olsfly,1 (mono),2011-06-10,Not specified,60,XC156193.mp3,Not specified,Olive-sided Flycatcher,Not specified,XC156193 Olive-sided Flycatcher (Contopus cooperi),"[""Setophaga townsendi_Townsend's Warbler"", 'Empidonax difficilis_Pacific-slope Flycatcher', 'Sitta canadensis_Red-breasted Nuthatch']",yes,Contopus cooperi," Grassy Lake, Sooke Hills, Vancouver Island, British Columbia",48.4477,44100 (Hz),call,400 m,,128000 (bps),mp3,Not specified,Townsend's Warbler (Setophaga townsendi); Pacific-slope Flycatcher (Empidonax difficilis); Red-breasted Nuthatch (Sitta canadensis),156193,https://www.xeno-canto.org/156193,Canada,Ian Cruickshank,Contopus cooperi_Olive-sided Flycatcher,-123.6797,Not specified,16:30,Ian Cruickshank,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,olsfly/XC156193.npy,66
2.5,no,hamfly,1 (mono),2014-06-25,both,60,XC195543.mp3,level,Hammond's Flycatcher,1-3,XC195543 Hammond's Flycatcher (Empidonax hammondii),"['Regulus calendula_Ruby-crowned Kinglet', 'Parkesia noveboracensis_Northern Waterthrush', 'Ixoreus naevius_Varied Thrush']",no,Empidonax hammondii," Meziadin Lake Provincial Park, British Columbia",56.0883,44100 (Hz),dawn song,260 m,,128000 (bps),mp3,decreasing,Ruby-crowned Kinglet (Regulus calendula); Northern Waterthrush (Parkesia noveboracensis); Varied Thrush (Ixoreus naevius),195543,https://www.xeno-canto.org/195543,Canada,Richard E. Webster,Empidonax hammondii_Hammond's Flycatcher,-129.3039,0-3(s),04:18,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,hamfly/XC195543.npy,44
3.0,no,yebfly,1 (mono),2013-02-21,Not specified,45,XC198392.mp3,Not specified,Yellow-bellied Flycatcher,Not specified,XC198392 Yellow-bellied Flycatcher (Empidonax flaviventris),[],yes,Empidonax flaviventris," San Luis Aguacayo, Cuscatlan",13.9292,48000 (Hz),call,440 m,Amplified recording. Recorded at San Luis Aguacayo.,128000 (bps),mp3,Not specified,,198392,https://www.xeno-canto.org/198392,El Salvador,Guillermo Funes,Empidonax flaviventris_Yellow-bellied Flycatcher,-89.0469,Not specified,?,Guillermo Funes,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,yebfly/XC198392.npy,98
3.0,no,eawpew,2 (stereo),2012-01-13,Not specified,50,XC127039.mp3,Not specified,Eastern Wood Pewee,Not specified,XC127039 Eastern Wood Pewee (Contopus virens),[],yes,Contopus virens," Jericó, Antioquia",5.7813,44100 (Hz),song,1500 m,,192000 (bps),mp3,Not specified,,127039,https://www.xeno-canto.org/127039,Colombia,Sergio Chaparro-Herrera,Contopus virens_Eastern Wood-Pewee,-75.7452,Not specified,10:00,Sergio Chaparro-Herrera,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,eawpew/XC127039.npy,38
4.5,no,rebnut,1 (mono),2017-09-13,Not specified,14,XC461299.mp3,Not specified,Red-breasted Nuthatch,Not specified,XC461299 Red-breasted Nuthatch (Sitta canadensis),"['Spinus psaltria_Lesser Goldfinch', 'Haemorhous mexicanus_House Finch']",yes,Sitta canadensis," Hassayampa River Preserve, Wickenburg, Maricopa County, Arizona",33.9329,44100 (Hz),"call, song",600 m,"Amplification, high pass filter used in Audacity",116937 (bps),mp3,Not specified,Lesser Goldfinch (Spinus psaltria); House Finch (Haemorhous mexicanus),461299,https://www.xeno-canto.org/461299,United States,Eric Hough,Sitta canadensis_Red-breasted Nuthatch,-112.6945,Not specified,09:30,Eric Hough,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,rebnut/XC461299.npy,72
